bag_timestamp,gps_timestamp_sec,gps_timestamp_nanosec,latitude,longitude,altitude
1.79E+18,1787901875,709948416,12.6541617,80.1384854,15.72690295
1.79E+18,1787901875,959954048,12.6541692,80.1384689,15.74697297
1.79E+18,1787901876,209962752,12.6541766,80.1384523,15.74704315
1.79E+18,1787901876,459966848,12.6541836,80.1384356,15.73711296
1.79E+18,1787901876,709970688,12.6541904,80.1384189,15.71718241
1.79E+18,1787901876,959977088,12.6541969,80.138402,15.70725202
1.79E+18,1787901877,209985024,12.6542033,80.1383851,15.74732145
1.79E+18,1787901877,459993728,12.6542094,80.1383683,15.80739
1.79E+18,1787901877,710000384,12.6542149,80.1383524,15.87745439
1.79E+18,1787901877,960013440,12.65422,80.1383377,15.89751395
1.79E+18,1787901878,210015232,12.6542246,80.1383245,15.86756746
1.79E+18,1787901878,460026240,12.6542289,80.1383126,15.81761597
1.79E+18,1787901878,710029568,12.6542326,80.1383021,15.75765861
1.79E+18,1787901878,960044160,12.6542356,80.1382931,15.69769485
1.79E+18,1787901879,210051840,12.6542383,80.1382856,15.60772541
1.79E+18,1787901879,460060032,12.6542405,80.1382786,15.51775336
1.79E+18,1787901879,710071296,12.6542423,80.1382719,15.44777957
1.79E+18,1787901879,960078720,12.6542437,80.1382652,15.39780507
1.79E+18,1787901880,210085376,12.6542449,80.1382578,15.37783263
1.79E+18,1787901880,460094080,12.6542458,80.1382495,15.37786274
1.79E+18,1787901880,710099200,12.6542466,80.1382403,15.44789577
1.79E+18,1787901880,960104576,12.6542475,80.1382304,15.52793138
1.79E+18,1787901881,210113792,12.6542481,80.1382198,15.59796886
1.79E+18,1787901881,460121216,12.6542487,80.1382088,15.66800772
1.79E+18,1787901881,710126848,12.6542492,80.1381984,15.74804433
1.79E+18,1787901881,960135808,12.6542497,80.138189,15.79807752
1.79E+18,1787901882,210145536,12.6542512,80.1381802,15.77811041
1.79E+18,1787901882,460152960,12.6542542,80.1381724,15.72814252
1.79E+18,1787901882,710160896,12.6542583,80.1381653,15.67817417
1.79E+18,1787901882,960168576,12.6542624,80.1381592,15.66820239
1.79E+18,1787901883,210177536,12.6542661,80.1381537,15.65822784
1.79E+18,1787901883,460188800,12.6542695,80.1381488,15.6282507
1.79E+18,1787901883,710192384,12.6542725,80.1381444,15.59827113
1.79E+18,1787901883,960202624,12.6542755,80.1381405,15.54828984
1.79E+18,1787901884,210215168,12.6542792,80.138137,15.52830842
1.79E+18,1787901884,460221056,12.6542838,80.1381338,15.49832756
1.79E+18,1787901884,715227968,12.6542897,80.1381307,15.49834865
1.79E+18,1787901884,960242304,12.6542965,80.1381277,15.528371
1.79E+18,1787901885,210256384,12.6543033,80.1381249,15.61839266
1.79E+18,1787901885,460267904,12.6543095,80.1381222,15.62841292
1.79E+18,1787901885,710278912,12.654315,80.1381199,15.62843056
1.79E+18,1787901885,960292992,12.6543201,80.1381184,15.62844474
1.79E+18,1787901886,210299904,12.6543248,80.138118,15.60845444
1.79E+18,1787901886,460310656,12.6543292,80.1381197,15.56845639
1.79E+18,1787901886,710318080,12.6543334,80.1381226,15.52845387
1.79E+18,1787901886,960322432,12.654337,80.1381261,15.54844822
1.79E+18,1787901887,210332672,12.6543402,80.1381294,15.57844255
1.79E+18,1787901887,460342912,12.6543428,80.1381321,15.60843788
1.79E+18,1787901887,710354944,12.6543451,80.1381344,15.60843406
1.79E+18,1787901887,960366720,12.6543472,80.1381362,15.62843159
1.79E+18,1787901888,210375168,12.654349,80.1381375,15.63843031
1.79E+18,1787901888,460387712,12.6543504,80.1381383,15.60843005
1.79E+18,1787901888,710401024,12.6543514,80.1381387,15.58843044
1.79E+18,1787901888,960409728,12.654352,80.1381388,15.58843116
1.79E+18,1787901889,210420224,12.6543524,80.1381388,15.58843187
1.79E+18,1787901889,460424832,12.6543527,80.1381388,15.5884324
1.79E+18,1787901889,710432768,12.654353,80.1381389,15.58843259
1.79E+18,1787901889,960443520,12.6543534,80.138139,15.57843295
1.79E+18,1787901890,210459392,12.6543537,80.138139,15.56843349
1.79E+18,1787901890,460470656,12.654354,80.138139,15.56843402
1.79E+18,1787901890,710479104,12.6543542,80.1381392,15.59843368
1.79E+18,1787901890,960489600,12.6543544,80.1381394,15.61843335
1.79E+18,1787901891,210498560,12.6543545,80.1381396,15.62843284
1.79E+18,1787901891,460505984,12.6543546,80.1381396,15.62843302
1.79E+18,1787901891,710508800,12.6543546,80.1381397,15.62843267
1.79E+18,1787901891,960516224,12.6543547,80.1381397,15.61843285
1.79E+18,1787901892,210519296,12.6543547,80.1381398,15.62843251
1.79E+18,1787901892,460525696,12.6543547,80.1381398,15.66843251
1.79E+18,1787901892,715532608,12.6543547,80.1381398,15.67843251
1.79E+18,1787901892,960542336,12.6543546,80.1381398,15.66843233
1.79E+18,1787901893,210553344,12.6543545,80.1381398,15.66843215
1.79E+18,1787901893,460563328,12.6543543,80.1381398,15.6784318
1.79E+18,1787901893,710567424,12.6543541,80.1381398,15.69843145
1.79E+18,1787901893,960574848,12.654354,80.1381398,15.69843127
1.79E+18,1787901894,210589952,12.654354,80.1381397,15.67843161
1.79E+18,1787901894,460602496,12.654354,80.1381396,15.64843196
1.79E+18,1787901894,710609152,12.654354,80.1381394,15.63843264
1.79E+18,1787901894,960616320,12.654354,80.1381392,15.64843333
1.79E+18,1787901895,210627584,12.6543539,80.1381391,15.6684335
1.79E+18,1787901895,460632704,12.654354,80.138139,15.67843402
1.79E+18,1787901895,715641664,12.654354,80.1381389,15.69843436
1.79E+18,1787901895,960649600,12.6543542,80.1381389,15.67843471
1.79E+18,1787901896,210651648,12.6543544,80.1381389,15.67843507
